Date,Team,Home/Away,Opp,Venue,W/L,Team Pts,Opp Pts,Spread,Transition_percent_O,Transition_percent_D,Total_Transition_percent
2024-10-25,GSW,Away,UTA,UTA,W,127,86,-6.5,0.27,0.191,0.457
2024-10-23,GSW,Away,POR,POR,W,140,104,-7.5,0.26,0.115,0.373
2025-05-04,HOU,Home,GSW,HOU,L,89,103,-2.5,0.11,0.045,0.157
2025-05-02,HOU,Away,GSW,GSW,W,115,107,5.5,0.11,0.165,0.277
2025-04-30,HOU,Home,GSW,HOU,W,131,116,-4,0.18,0.121,0.297
2025-04-28,HOU,Away,GSW,GSW,L,106,109,3.5,0.14,0.115,0.253
2025-04-26,HOU,Away,GSW,GSW,L,93,104,2,0.15,0.118,0.27
2025-04-23,HOU,Home,GSW,HOU,W,109,94,-4,0.13,0.1,0.225
2025-04-20,HOU,Home,GSW,HOU,L,85,95,-1.5,0.14,0.114,0.25
2025-04-13,HOU,Home,DEN,HOU,L,111,126,6,0.08,0.099,0.182
2025-04-11,HOU,Away,LAL,LAL,L,109,140,14,0.17,0.179,0.346
2025-04-09,HOU,Away,LAC,LAC,L,117,134,10.5,0.20,0.141,0.345
2025-04-06,HOU,Away,GSW,GSW,W,106,96,5.5,0.19,0.156,0.345
2025-04-04,HOU,Home,OKC,HOU,W,125,111,5.5,0.09,0.101,0.192
2025-04-02,HOU,Home,UTA,HOU,W,143,105,-15,0.14,0.097,0.232
2025-03-31,HOU,Away,LAL,LAL,L,98,104,4,0.17,0.206,0.371
2025-03-30,HOU,Away,PHX,PHX,W,148,109,-2.5,0.18,0.111,0.287
2025-03-27,HOU,Away,UTA,UTA,W,121,110,-13.5,0.14,0.125,0.26
2025-03-25,HOU,Home,ATL,HOU,W,121,114,-7.5,0.15,0.088,0.234
2025-03-23,HOU,Home,DEN,HOU,L,111,116,-8,0.14,0.098,0.239
2025-03-21,HOU,Away,MIA,MIA,W,102,98,-4.5,0.18,0.128,0.309
2025-03-19,HOU,Away,ORL,ORL,W,116,108,-2,0.12,0.084,0.2
2025-03-17,HOU,Home,PHI,HOU,W,144,137,-17,0.11,0.103,0.214
2025-03-15,HOU,Home,CHI,HOU,W,117,114,-8.5,0.13,0.118,0.244
2025-03-14,HOU,Home,DAL,HOU,W,133,96,-11.5,0.10,0.084,0.188
2025-03-12,HOU,Home,PHX,HOU,W,111,104,-4.5,0.10,0.065,0.16
2025-03-10,HOU,Home,ORL,HOU,W,97,84,-3.5,0.07,0.105,0.176
2025-03-08,HOU,Home,NOP,HOU,W,146,117,-6.5,0.17,0.141,0.306
2025-03-06,HOU,Away,NOP,NOP,W,109,97,-3.5,0.16,0.167,0.323
2025-03-04,HOU,Away,IND,IND,L,102,115,5,0.09,0.183,0.269
2025-03-03,HOU,Away,OKC,OKC,L,128,137,14.5,0.11,0.167,0.278
2025-03-01,HOU,Home,SAC,HOU,L,103,113,-4,0.15,0.084,0.231
2025-02-26,HOU,Home,SAS,HOU,W,118,106,-7.5,0.09,0.163,0.256
2025-02-25,HOU,Home,MIL,HOU,W,100,97,-3,0.07,0.16,0.23
2025-02-22,HOU,Away,UTA,UTA,L,115,124,-8,0.13,0.198,0.328
2025-02-21,HOU,Home,MIN,HOU,W,121,115,-4,0.08,0.115,0.192
2025-02-13,HOU,Home,GSW,HOU,L,98,105,1.5,0.13,0.12,0.25
2025-02-12,HOU,Home,PHX,HOU,W,119,111,-10,0.16,0.111,0.273
2025-02-09,HOU,Home,TOR,HOU,W,94,87,-8,0.18,0.186,0.361
2025-02-08,HOU,Away,DAL,DAL,L,105,116,3,0.10,0.109,0.207
2025-02-06,HOU,Away,MIN,MIN,L,114,127,1,0.19,0.126,0.315
2025-02-04,HOU,Away,BKN,BKN,L,97,99,-9,0.09,0.209,0.298
2025-02-03,HOU,Away,NYK,NYK,L,118,124,7,0.11,0.13,0.238
2025-02-01,HOU,Home,BKN,HOU,L,98,110,-13,0.17,0.132,0.299
2025-01-30,HOU,Away,MEM,MEM,L,119,120,4,0.14,0.105,0.24
2025-01-28,HOU,Away,ATL,ATL,W,100,96,-5,0.15,0.186,0.336
2025-01-27,HOU,Away,BOS,BOS,W,114,112,5.5,0.10,0.074,0.172
2025-01-25,HOU,Away,CLE,CLE,W,135,131,4.5,0.18,0.091,0.275
2025-01-22,HOU,Home,CLE,HOU,W,109,108,1,0.17,0.129,0.299
2025-01-20,HOU,Home,DET,HOU,L,96,107,-8,0.19,0.26,0.452
2025-01-18,HOU,Away,POR,POR,W,125,103,-10.5,0.20,0.182,0.386
2025-01-16,HOU,Away,SAC,SAC,L,127,132,5,0.22,0.165,0.388
2025-01-15,HOU,Away,DEN,DEN,W,128,108,-5.5,0.22,0.091,0.309
2025-01-13,HOU,Home,MEM,HOU,W,120,118,-2.5,0.15,0.144,0.297
2025-01-09,HOU,Away,MEM,MEM,W,119,115,3,0.22,0.146,0.369
2025-01-07,HOU,Away,WAS,WAS,W,135,112,-13.5,0.15,0.086,0.237
2025-01-05,HOU,Home,LAL,HOU,W,119,115,-4.5,0.06,0.033,0.088
2025-01-03,HOU,Home,BOS,HOU,L,86,109,3.5,0.10,0.077,0.18
2025-01-01,HOU,Home,DAL,HOU,W,110,99,-4.5,0.12,0.095,0.211
2024-12-29,HOU,Home,MIA,HOU,L,100,104,-8.5,0.14,0.084,0.222
2024-12-27,HOU,Home,MIN,HOU,L,112,113,-1,0.12,0.147,0.264
2024-12-26,HOU,Away,NOP,NOP,W,128,111,-7,0.18,0.133,0.316
2024-12-23,HOU,Away,CHA,CHA,W,114,101,-6,0.09,0.125,0.215
2024-12-22,HOU,Away,TOR,TOR,W,114,110,-9,0.16,0.19,0.35
2024-12-19,HOU,Home,NOP,HOU,W,133,113,-9,0.25,0.155,0.408
2024-12-14,HOU,Away,OKC,OKC,L,96,111,5.5,0.14,0.152,0.295
2024-12-11,HOU,Home,GSW,HOU,W,91,90,-3.5,0.14,0.12,0.263
2024-12-08,HOU,Away,LAC,LAC,W,117,106,-3,0.15,0.211,0.358
2024-12-05,HOU,Away,GSW,GSW,L,93,99,-4.5,0.20,0.137,0.333
2024-12-03,HOU,Away,SAC,SAC,L,111,120,1.5,0.19,0.151,0.336
2024-12-01,HOU,Home,OKC,HOU,W,119,116,1.5,0.12,0.112,0.234
2024-11-27,HOU,Away,PHI,PHI,W,122,115,-5,0.26,0.185,0.44
2024-11-26,HOU,Away,MIN,MIN,W,117,111,2.5,0.17,0.124,0.294
2024-11-23,HOU,Home,POR,HOU,L,98,104,-12,0.16,0.196,0.351
2024-11-22,HOU,Home,POR,HOU,W,116,88,-11.5,0.17,0.143,0.314
2024-11-20,HOU,Home,IND,HOU,W,130,113,-6,0.13,0.095,0.221
2024-11-18,HOU,Away,MIL,MIL,L,100,101,3.5,0.24,0.144,0.379
2024-11-17,HOU,Away,CHI,CHI,W,143,107,-5,0.25,0.181,0.434
2024-11-15,HOU,Home,LAC,HOU,W,125,104,-5,0.20,0.165,0.363
2024-11-13,HOU,Home,LAC,HOU,W,111,103,-5,0.19,0.173,0.363
2024-11-11,HOU,Home,WAS,HOU,W,107,92,-12,0.16,0.115,0.271
2024-11-10,HOU,Away,DET,DET,W,101,99,-4,0.17,0.128,0.298
2024-11-08,HOU,Away,OKC,OKC,L,107,126,7.5,0.17,0.185,0.358
2024-11-06,HOU,Home,SAS,HOU,W,127,100,-6.5,0.18,0.119,0.3
2024-11-04,HOU,Home,NYK,HOU,W,109,97,2,0.13,0.11,0.24
2024-11-02,HOU,Home,GSW,HOU,L,121,127,-5,0.15,0.085,0.237
2024-10-31,HOU,Away,DAL,DAL,W,108,102,6.5,0.17,0.161,0.331
2024-10-28,HOU,Away,SAS,SAS,W,106,101,-2.5,0.16,0.109,0.272
2024-10-26,HOU,Away,SAS,SAS,L,106,109,-1.5,0.19,0.168,0.359
2024-10-25,HOU,Home,MEM,HOU,W,128,108,-4,0.19,0.167,0.355
2024-10-23,HOU,Home,CHA,HOU,L,105,110,-8.5,0.10,0.126,0.23
2025-06-22,IND,Away,OKC,OKC,L,91,103,6.5,0.124,0.112,0.236
2025-06-19,IND,Home,OKC,IND,W,108,91,4.5,0.235,0.062,0.297
2025-06-16,IND,Away,OKC,OKC,L,109,120,9,0.165,0.163,0.328
2025-06-13,IND,Home,OKC,IND,L,104,111,6,0.073,0.134,0.207
2025-06-11,IND,Home,OKC,IND,W,116,107,5.5,0.172,0.099,0.271
2025-06-08,IND,Away,OKC,OKC,L,107,123,11.5,0.087,0.144,0.231
2025-06-05,IND,Away,OKC,OKC,W,111,110,10,0.129,0.137,0.266
2025-05-31,IND,Home,NYK,IND,W,125,108,-4.5,0.2,0.125,0.325
2025-05-29,IND,Away,NYK,NYK,L,94,111,4.5,0.141,0.151,0.292
2025-05-27,IND,Home,NYK,IND,W,130,121,-3,0.175,0.087,0.262
2025-05-25,IND,Home,NYK,IND,L,100,106,-1.5,0.138,0.106,0.244
2025-05-23,IND,Away,NYK,NYK,W,114,109,6,0.125,0.101,0.226
2025-05-21,IND,Away,NYK,NYK,W,138,135,4.5,0.094,0.104,0.198
2025-05-13,IND,Away,CLE,CLE,W,114,105,8.5,0.122,0.162,0.284
2025-05-11,IND,Home,CLE,IND,W,129,109,5,0.067,0.053,0.12
2025-05-09,IND,Home,CLE,IND,L,104,126,5.5,0.158,0.106,0.264
2025-05-06,IND,Away,CLE,CLE,W,120,119,5.5,0.19,0.09,0.28
2025-05-04,IND,Away,CLE,CLE,W,121,112,8.5,0.182,0.153,0.335
2025-04-29,IND,Home,MIL,IND,W,119,118,-8,0.111,0.13,0.241
2025-04-27,IND,Away,MIL,MIL,W,129,103,4,0.153,0.115,0.268
2025-04-25,IND,Away,MIL,MIL,L,101,117,5,0.128,0.183,0.311
2025-04-22,IND,Home,MIL,IND,W,123,115,-4,0.093,0.116,0.209
2025-04-19,IND,Home,MIL,IND,W,117,98,-6.5,0.116,0.096,0.212
2025-04-13,IND,Away,CLE,CLE,W,126,118,-7,0.216,0.137,0.353
2025-04-11,IND,Home,ORL,IND,L,115,129,-3.5,0.154,0.184,0.338
2025-04-10,IND,Home,CLE,IND,W,114,112,-10,0.141,0.112,0.253
2025-04-08,IND,Home,WAS,IND,W,104,98,-19,0.189,0.053,0.242
2025-04-06,IND,Away,DEN,DEN,W,125,120,6,0.167,0.107,0.274
2025-04-04,IND,Home,UTA,IND,W,140,112,-17.5,0.178,0.108,0.286
2025-04-02,IND,Home,CHA,IND,W,119,105,-15,0.215,0.074,0.289
2025-03-31,IND,Home,SAC,IND,W,111,109,-4,0.17,0.099,0.269
2025-03-29,IND,Away,OKC,OKC,L,111,132,8.5,0.117,0.146,0.263
2025-03-27,IND,Away,WAS,WAS,W,162,109,-12,0.209,0.102,0.311
2025-03-26,IND,Home,LAL,IND,L,119,120,-1,0.115,0.062,0.177
2025-03-24,IND,Home,MIN,IND,W,119,103,2,0.153,0.112,0.265
2025-03-22,IND,Home,BKN,IND,W,108,103,-13,0.162,0.15,0.312
2025-03-20,IND,Home,BKN,IND,W,105,99,-8,0.231,0.145,0.376
2025-03-19,IND,Home,DAL,IND,W,135,131,-10.5,0.125,0.057,0.182
2025-03-17,IND,Away,MIN,MIN,W,132,130,11,0.143,0.132,0.275
2025-03-15,IND,Away,MIL,MIL,L,119,126,3.5,0.182,0.05,0.232
2025-03-14,IND,Away,PHI,PHI,W,112,100,-13,0.172,0.064,0.236
2025-03-11,IND,Home,MIL,IND,W,115,114,-1,0.196,0.082,0.278
2025-03-10,IND,Away,CHI,CHI,L,103,121,-3.5,0.17,0.149,0.319
2025-03-08,IND,Away,ATL,ATL,L,118,120,-1,0.192,0.198,0.39
2025-03-06,IND,Away,ATL,ATL,L,118,124,2,0.144,0.143,0.287
2025-03-04,IND,Home,HOU,IND,W,115,102,-5,0.183,0.086,0.269
2025-03-02,IND,Home,CHI,IND,W,127,112,-11.5,0.165,0.125,0.29
2025-02-28,IND,Away,MIA,MIA,L,120,125,-3,0.163,0.087,0.25
2025-02-26,IND,Home,TOR,IND,W,111,91,-12,0.17,0.084,0.254
2025-02-24,IND,Home,DEN,IND,L,116,125,3.5,0.173,0.146,0.319
2025-02-23,IND,Home,LAC,IND,W,129,111,-4,0.132,0.151,0.283
2025-02-20,IND,Home,MEM,IND,W,127,113,1,0.113,0.112,0.225
2025-02-12,IND,Away,WAS,WAS,W,134,130,-10,0.083,0.193,0.276
2025-02-11,IND,Home,NYK,IND,L,115,128,2,0.135,0.125,0.26
2025-02-08,IND,Away,LAL,LAL,L,117,124,-4.5,0.19,0.08,0.27
2025-02-06,IND,Away,LAC,LAC,W,119,112,5.5,0.255,0.129,0.384
2025-02-04,IND,Away,POR,POR,L,89,112,-5.5,0.161,0.16,0.321
2025-02-03,IND,Away,UTA,UTA,W,112,111,-6.5,0.235,0.099,0.334
2025-02-01,IND,Home,ATL,IND,W,132,127,-9.5,0.129,0.157,0.286
2025-01-29,IND,Home,DET,IND,W,133,119,-5.5,0.144,0.184,0.328
2025-01-25,IND,Away,SAS,SAS,W,136,98,-3,0.213,0.149,0.362
2025-01-23,IND,Home,SAS,IND,L,110,140,-2.5,0.108,0.108,0.216
2025-01-18,IND,Home,PHI,IND,W,115,102,-10.5,0.14,0.161,0.301
2025-01-16,IND,Away,DET,DET,W,111,100,-1.5,0.2,0.168,0.368
2025-01-14,IND,Home,CLE,IND,L,117,127,8,0.152,0.092,0.244
2025-01-12,IND,Away,CLE,CLE,W,108,93,9,0.237,0.075,0.312
2025-01-10,IND,Home,GSW,IND,W,108,96,-11,0.151,0.085,0.236
2025-01-08,IND,Home,CHI,IND,W,129,113,-5,0.129,0.098,0.227
2025-01-06,IND,Away,BKN,BKN,W,113,99,-11,0.2,0.18,0.38
2025-01-04,IND,Home,PHX,IND,W,126,108,-3,0.221,0.085,0.306
2025-01-02,IND,Away,MIA,MIA,W,128,115,2,0.196,0.109,0.305
2024-12-31,IND,Home,MIL,IND,L,112,120,2,0.187,0.093,0.28
2024-12-29,IND,Away,BOS,BOS,W,123,114,10.5,0.155,0.134,0.289
2024-12-27,IND,Away,BOS,BOS,L,105,142,12,0.123,0.148,0.271
2024-12-26,IND,Home,OKC,IND,L,114,120,5,0.131,0.089,0.22
2024-12-23,IND,Away,GSW,GSW,W,111,105,6,0.184,0.092,0.276
2024-12-22,IND,Away,SAC,SAC,W,122,95,3,0.14,0.102,0.242
2024-12-19,IND,Away,PHX,PHX,W,120,111,6,0.214,0.139,0.353
2024-12-15,IND,Home,NOP,IND,W,119,104,-7,0.119,0.149,0.268
2024-12-13,IND,Away,PHI,PHI,W,121,107,6.5,0.183,0.064,0.247
2024-12-08,IND,Home,CHA,IND,L,109,113,-12,0.139,0.101,0.24
2024-12-06,IND,Away,CHI,CHI,W,132,123,-3,0.136,0.108,0.244
2024-12-04,IND,Away,BKN,BKN,L,90,99,-3,0.189,0.2,0.389
2024-12-03,IND,Away,TOR,TOR,L,111,122,-3,0.168,0.151,0.319
2024-12-01,IND,Away,MEM,MEM,L,121,136,6,0.146,0.147,0.293
2024-11-29,IND,Home,DET,IND,L,106,130,-4.5,0.153,0.141,0.294
2024-11-27,IND,Home,POR,IND,W,121,114,-9.5,0.228,0.099,0.327
2024-11-25,IND,Home,NOP,IND,W,114,110,-8,0.118,0.149,0.267
2024-11-24,IND,Home,WAS,IND,W,115,103,-12,0.111,0.111,0.222
2024-11-22,IND,Away,MIL,MIL,L,117,129,5.5,0.204,0.204,0.408
2024-11-20,IND,Away,HOU,HOU,L,113,130,6,0.095,0.126,0.221
2024-11-18,IND,Away,TOR,TOR,L,119,130,-3,0.184,0.133,0.317
2024-11-17,IND,Home,MIA,IND,W,119,110,-3.5,0.17,0.076,0.246
2024-11-15,IND,Home,MIA,IND,L,111,124,-4.5,0.056,0.159,0.215
2024-11-13,IND,Away,ORL,ORL,L,90,94,1,0.188,0.167,0.355
2024-11-10,IND,Home,NYK,IND,W,132,121,3,0.175,0.042,0.217
2024-11-08,IND,Away,CHA,CHA,L,83,103,-7,0.154,0.101,0.255
2024-11-06,IND,Home,ORL,IND,W,118,111,-5.5,0.115,0.115,0.23
2024-11-04,IND,Away,DAL,DAL,W,134,127,4.5,0.173,0.115,0.288
2024-11-01,IND,Away,NOP,NOP,L,118,125,-4.5,0.155,0.163,0.318
2024-10-30,IND,Home,BOS,IND,W,135,132,6.5,0.179,0.164,0.343
2024-10-28,IND,Away,ORL,ORL,L,115,119,5.5,0.141,0.172,0.313
2024-10-27,IND,Home,PHI,IND,L,114,118,-8,0.131,0.103,0.234
2024-10-25,IND,Away,NYK,NYK,L,98,123,4.5,0.155,0.106,0.261
2024-10-23,IND,Away,DET,DET,W,115,109,-5,0.133,0.143,0.276
2025-05-03,LAC,Away,DEN,DEN,L,101,120,1.5,0.20,0.168,0.372
2025-05-01,LAC,Home,DEN,LAC,W,111,105,-6.5,0.10,0.126,0.228
2025-04-29,LAC,Away,DEN,DEN,L,115,131,-1.5,0.16,0.121,0.277
2025-04-26,LAC,Home,DEN,LAC,L,99,101,-6.5,0.15,0.189,0.335
2025-04-24,LAC,Home,DEN,LAC,W,117,83,-5.5,0.10,0.114,0.215
2025-04-21,LAC,Away,DEN,DEN,W,105,102,1,0.19,0.163,0.35
2025-04-19,LAC,Away,DEN,DEN,L,110,112,2.5,0.14,0.119,0.258
2025-04-13,LAC,Away,GSW,GSW,W,124,119,7,0.10,0.111,0.213
2025-04-11,LAC,Away,SAC,SAC,W,101,100,-7,0.11,0.089,0.2
2025-04-09,LAC,Home,HOU,LAC,W,134,117,-10.5,0.14,0.204,0.345
2025-04-08,LAC,Home,SAS,LAC,W,122,117,-13,0.15,0.19,0.342
2025-04-05,LAC,Home,DAL,LAC,W,135,104,-9,0.18,0.105,0.284
2025-04-04,LAC,Home,DAL,LAC,W,114,91,-12,0.17,0.16,0.331
2025-04-02,LAC,Home,NOP,LAC,W,114,98,-18,0.15,0.144,0.298
2025-03-31,LAC,Away,ORL,ORL,W,96,87,-3,0.21,0.141,0.354
2025-03-30,LAC,Away,CLE,CLE,L,122,127,7,0.14,0.183,0.319
2025-03-28,LAC,Away,BKN,BKN,W,132,100,-13,0.19,0.176,0.365
2025-03-26,LAC,Away,NYK,NYK,W,126,113,-4,0.10,0.067,0.166
2025-03-23,LAC,Home,OKC,LAC,L,101,103,1,0.14,0.115,0.25
2025-03-21,LAC,Home,MEM,LAC,W,128,108,-6.5,0.15,0.167,0.313
2025-03-18,LAC,Home,CLE,LAC,W,132,119,2.5,0.17,0.128,0.298
2025-03-16,LAC,Home,CHA,LAC,W,123,88,-13.5,0.21,0.151,0.36
2025-03-14,LAC,Away,ATL,ATL,W,121,98,-5,0.16,0.213,0.371
2025-03-12,LAC,Away,MIA,MIA,W,119,104,2.5,0.04,0.198,0.242
2025-03-11,LAC,Away,NOP,NOP,L,120,127,-8,0.16,0.124,0.287
2025-03-09,LAC,Home,SAC,LAC,W,111,110,-6.5,0.15,0.071,0.224
2025-03-07,LAC,Home,NYK,LAC,W,105,95,-7,0.09,0.167,0.259
2025-03-05,LAC,Home,DET,LAC,W,123,115,3.5,0.13,0.189,0.315
2025-03-04,LAC,Away,PHX,PHX,L,117,119,-2.5,0.13,0.088,0.218
2025-03-02,LAC,Away,LAL,LAL,L,102,108,-2.5,0.20,0.176,0.374
2025-02-28,LAC,Away,LAL,LAL,L,102,106,1.5,0.13,0.137,0.263
2025-02-26,LAC,Away,CHI,CHI,W,122,117,-9.5,0.12,0.094,0.216
2025-02-24,LAC,Away,DET,DET,L,97,106,3,0.17,0.192,0.364
2025-02-23,LAC,Away,IND,IND,L,111,129,4,0.15,0.132,0.283
2025-02-20,LAC,Away,MIL,MIL,L,110,116,-2,0.19,0.134,0.322
2025-02-13,LAC,Away,UTA,UTA,W,120,116,-10,0.17,0.16,0.328
2025-02-12,LAC,Home,MEM,LAC,W,128,114,-6.5,0.17,0.092,0.264
2025-02-08,LAC,Home,UTA,LAC,W,130,110,-18,0.17,0.189,0.357
2025-02-06,LAC,Home,IND,LAC,L,112,119,-5.5,0.13,0.255,0.384
2025-02-04,LAC,Home,LAL,LAC,L,97,122,-8.5,0.11,0.145,0.256
2025-02-02,LAC,Away,TOR,TOR,L,108,115,-5,0.08,0.16,0.244
2025-01-31,LAC,Away,CHA,CHA,W,112,104,-13.5,0.16,0.113,0.269
2025-01-29,LAC,Away,SAS,SAS,W,128,116,-4,0.18,0.192,0.37
2025-01-27,LAC,Away,PHX,PHX,L,109,111,-1,0.26,0.108,0.363
2025-01-25,LAC,Home,MIL,LAC,W,127,117,-3.5,0.16,0.16,0.322
2025-01-23,LAC,Home,WAS,LAC,W,110,93,-14.5,0.26,0.277,0.534
2025-01-22,LAC,Home,BOS,LAC,L,113,117,12,0.17,0.114,0.287
2025-01-20,LAC,Home,CHI,LAC,L,99,112,-6.5,0.16,0.138,0.296
2025-01-19,LAC,Home,LAL,LAC,W,116,102,-4.5,0.20,0.178,0.378
2025-01-16,LAC,Away,POR,POR,W,118,89,-7,0.19,0.094,0.282
2025-01-15,LAC,Home,BKN,LAC,W,126,67,-15.5,0.25,0.123,0.373
2025-01-13,LAC,Home,MIA,LAC,W,109,98,-8.5,0.18,0.192,0.372
2025-01-08,LAC,Away,DEN,DEN,L,103,126,-3.5,0.15,0.195,0.349
2025-01-06,LAC,Away,MIN,MIN,L,106,108,2.5,0.19,0.16,0.349
2025-01-04,LAC,Home,ATL,LAC,W,131,105,-7,0.28,0.194,0.477
2025-01-02,LAC,Away,OKC,OKC,L,98,116,12,0.08,0.181,0.264
2024-12-31,LAC,Away,SAS,SAS,L,86,122,3.5,0.12,0.288,0.41
2024-12-30,LAC,Away,NOP,NOP,W,116,113,-4.5,0.19,0.177,0.365
2024-12-27,LAC,Home,GSW,LAC,W,102,92,-5.5,0.15,0.177,0.323
2024-12-23,LAC,Away,MEM,MEM,W,114,110,6,0.27,0.179,0.453
2024-12-21,LAC,Away,DAL,DAL,L,97,113,3.5,0.18,0.17,0.351
2024-12-19,LAC,Away,DAL,DAL,W,118,95,-1,0.21,0.141,0.348
2024-12-16,LAC,Home,UTA,LAC,W,144,107,-7.5,0.22,0.16,0.381
2024-12-13,LAC,Away,DEN,DEN,L,98,120,7,0.20,0.174,0.37
2024-12-08,LAC,Home,HOU,LAC,L,106,117,3,0.21,0.147,0.358
2024-12-04,LAC,Home,MIN,LAC,L,80,108,4.5,0.13,0.188,0.313
2024-12-03,LAC,Home,POR,LAC,W,127,105,-8.5,0.22,0.114,0.329
2024-12-01,LAC,Home,DEN,LAC,W,126,122,3,0.15,0.18,0.33
2024-11-29,LAC,Away,MIN,MIN,L,92,93,6.5,0.27,0.054,0.323
2024-11-27,LAC,Away,WAS,WAS,W,121,96,-9,0.19,0.088,0.278
2024-11-25,LAC,Away,BOS,BOS,L,94,126,10.5,0.15,0.114,0.264
2024-11-24,LAC,Away,PHI,PHI,W,125,99,-1.5,0.13,0.093,0.226
2024-11-22,LAC,Home,SAC,LAC,W,104,88,4,0.16,0.121,0.284
2024-11-20,LAC,Home,ORL,LAC,W,104,93,3.5,0.13,0.211,0.344
2024-11-18,LAC,Home,GSW,LAC,W,102,99,5,0.17,0.196,0.363
2024-11-17,LAC,Home,UTA,LAC,W,116,105,-9.5,0.21,0.219,0.425
2024-11-15,LAC,Away,HOU,HOU,L,104,125,5,0.17,0.198,0.363
2024-11-13,LAC,Away,HOU,HOU,L,103,111,5,0.17,0.19,0.363
2024-11-11,LAC,Away,OKC,OKC,L,128,134,6.5,0.10,0.184,0.284
2024-11-09,LAC,Home,TOR,LAC,W,105,103,-6,0.10,0.147,0.242
2024-11-08,LAC,Away,SAC,SAC,W,107,98,6.5,0.12,0.144,0.259
2024-11-06,LAC,Home,PHI,LAC,W,110,98,-1.5,0.13,0.145,0.278
2024-11-04,LAC,Home,SAS,LAC,W,113,104,-4,0.13,0.167,0.3
2024-11-02,LAC,Home,OKC,LAC,L,92,105,5.5,0.26,0.204,0.462
2024-10-31,LAC,Home,PHX,LAC,L,119,125,4,0.19,0.149,0.341
2024-10-30,LAC,Home,POR,LAC,L,105,106,-8,0.18,0.168,0.347
2024-10-27,LAC,Away,GSW,GSW,W,112,104,9,0.18,0.188,0.372
2024-10-26,LAC,Away,DEN,DEN,W,109,104,7.5,0.13,0.168,0.296
2024-10-23,LAC,Home,PHX,LAC,L,113,116,5,0.16,0.115,0.274
2025-04-26,MEM,Home,OKC,MEM,L,115,117,15.5,0.11,0.176,0.283
2025-04-24,MEM,Home,OKC,MEM,L,108,114,10,0.09,0.092,0.184
2025-04-22,MEM,Away,OKC,OKC,L,99,118,14.5,0.09,0.21,0.302
2025-04-20,MEM,Away,OKC,OKC,L,80,131,13,0.09,0.228,0.317
2025-04-18,MEM,Home,DAL,MEM,W,120,106,-6,0.19,0.2,0.388
2025-04-15,MEM,Away,GSW,GSW,L,116,121,6.5,0.14,0.135,0.278
2025-04-13,MEM,Home,DAL,MEM,W,132,97,2,0.20,0.098,0.298
2025-04-11,MEM,Away,DEN,DEN,L,109,117,7,0.16,0.206,0.363
2025-04-10,MEM,Home,MIN,MEM,L,125,141,2,0.13,0.109,0.24
2025-04-08,MEM,Away,CHA,CHA,W,124,100,-14.5,0.21,0.024,0.236
2025-04-05,MEM,Away,DET,DET,W,109,103,-1,0.11,0.192,0.3
2025-04-03,MEM,Away,MIA,MIA,W,110,108,-5.5,0.17,0.146,0.311
2025-04-01,MEM,Home,GSW,MEM,L,125,134,4,0.19,0.238,0.428
2025-03-31,MEM,Home,BOS,MEM,L,103,117,4,0.28,0.129,0.413
2025-03-29,MEM,Home,LAL,MEM,L,127,134,-1.5,0.12,0.117,0.235
2025-03-27,MEM,Away,OKC,OKC,L,104,125,10.5,0.16,0.12,0.282
2025-03-25,MEM,Away,UTA,UTA,W,140,103,-11,0.16,0.135,0.293
2025-03-21,MEM,Away,LAC,LAC,L,108,128,6.5,0.17,0.146,0.313
2025-03-19,MEM,Away,POR,POR,L,99,115,-4.5,0.16,0.198,0.361
2025-03-17,MEM,Away,SAC,SAC,L,122,132,3,0.14,0.136,0.273
2025-03-15,MEM,Home,MIA,MEM,W,125,91,-5.5,0.13,0.141,0.271
2025-03-14,MEM,Home,CLE,MEM,L,124,133,2.5,0.24,0.148,0.389
2025-03-12,MEM,Home,UTA,MEM,W,122,115,-10.5,0.25,0.189,0.441
2025-03-10,MEM,Home,PHX,MEM,W,120,118,-3,0.19,0.144,0.33
2025-03-09,MEM,Away,NOP,NOP,W,107,104,-10.5,0.23,0.137,0.371
2025-03-07,MEM,Away,DAL,DAL,W,122,111,-10,0.11,0.136,0.243
2025-03-05,MEM,Home,OKC,MEM,L,103,120,7,0.21,0.2,0.41
2025-03-03,MEM,Home,ATL,MEM,L,130,132,-8,0.13,0.17,0.301
2025-03-01,MEM,Home,SAS,MEM,L,128,130,-6,0.14,0.136,0.273
2025-02-28,MEM,Home,NYK,MEM,L,113,114,-2.5,0.16,0.172,0.332
2025-02-25,MEM,Home,PHX,MEM,W,151,148,-6.5,0.12,0.171,0.291
2025-02-23,MEM,Away,CLE,CLE,L,123,129,5.5,0.13,0.129,0.26
2025-02-21,MEM,Away,ORL,ORL,W,105,104,-2,0.14,0.218,0.359
2025-02-20,MEM,Away,IND,IND,L,113,127,-1,0.11,0.113,0.225
2025-02-12,MEM,Away,LAC,LAC,L,114,128,6.5,0.09,0.172,0.264
2025-02-11,MEM,Away,PHX,PHX,W,119,112,-4,0.20,0.184,0.386
2025-02-08,MEM,Home,OKC,MEM,L,112,125,1.5,0.11,0.135,0.248
2025-02-05,MEM,Away,TOR,TOR,W,138,107,-10.5,0.14,0.152,0.295
2025-02-03,MEM,Home,SAS,MEM,W,128,109,-3.5,0.25,0.21,0.462
